PD26636a.ascat_ngs.summary.csv:31,7,24220,750149,2,1,3,1
PD26636a.ascat_ngs.summary.csv:32,7,751220,7109705,2,1,2,1
PD26636a.ascat_ngs.summary.csv:33,7,7110869,66528538,2,1,3,1
PD26636a.ascat_ngs.summary.csv:34,7,66529741,72510720,2,1,2,1
PD26636a.ascat_ngs.summary.csv:35,7,72586761,72715725,2,1,1,0
PD26636a.ascat_ngs.summary.csv:36,7,72717933,76461225,2,1,2,1
PD26636a.ascat_ngs.summary.csv:37,7,76462331,130999047,2,1,3,1
PD26636a.ascat_ngs.summary.csv:38,7,131001356,158501492,2,1,2,1
PD26636a.ascat_ngs.summary.csv:39,7,158502625,159127076,2,1,3,1
PD26636a.ascat_ngs.summary.csv:40,8,11774,33913128,2,1,1,0
PD26636a.ascat_ngs.summary.csv:41,8,33914400,34933870,2,1,6,1
PD26636a.ascat_ngs.summary.csv:42,8,34935522,35778405,2,1,4,2
PD26636a.ascat_ngs.summary.csv:43,8,35782278,37537915,2,1,1,0
PD26636a.ascat_ngs.summary.csv:44,8,37539334,40305226,2,1,4,2
PD26636a.ascat_ngs.summary.csv:45,8,40306264,40965681,2,1,3,1
PD26636a.ascat_ngs.summary.csv:46,8,40967164,41059457,2,1,2,1
PD26636a.ascat_ngs.summary.csv:47,8,41061077,41716108,2,1,4,2
PD26636a.ascat_ngs.summary.csv:48,8,41717330,42933466,2,1,3,1
PD26636a.ascat_ngs.summary.csv:49,8,42936880,53209614,2,1,4,2
PD26636a.ascat_ngs.summary.csv:50,8,53210822,54075031,2,1,6,1
PD26636a.ascat_ngs.summary.csv:51,8,54076345,79851584,2,1,4,2
PD26636a.ascat_ngs.summary.csv:52,8,79852612,82454361,2,1,6,1
PD26636a.ascat_ngs.summary.csv:53,8,82456290,98725970,2,1,4,2
PD26636a.ascat_ngs.summary.csv:54,8,98727133,98741518,2,1,5,1
PD26636a.ascat_ngs.summary.csv:55,8,98743266,99576443,2,1,6,1
PD26636a.ascat_ngs.summary.csv:56,8,99585434,100435240,2,1,4,2
PD26636a.ascat_ngs.summary.csv:57,8,100436359,102175983,2,1,6,1
PD26636a.ascat_ngs.summary.csv:58,8,102177276,102458149,2,1,4,2
PD26636a.ascat_ngs.summary.csv:59,8,102461701,103765016,2,1,6,1
PD26636a.ascat_ngs.summary.csv:60,8,103766146,140069534,2,1,4,2
PD26636a.ascat_ngs.summary.csv:61,8,140070562,142515399,2,1,4,1
PD26636a.ascat_ngs.summary.csv:62,8,142516426,144499054,2,1,5,1
PD26636a.ascat_ngs.summary.csv:63,8,144500196,146303788,2,1,4,1
PD26636a.ascat_ngs.summary.csv:64,9,10469,23988749,2,1,2,1
PD26636a.ascat_ngs.summary.csv:65,9,23989936,24351621,2,1,1,0
PD26636a.ascat_ngs.summary.csv:66,9,24352848,38747443,2,1,2,1
PD26636a.ascat_ngs.summary.csv:67,9,38749101,71029600,2,1,2,0
PD26636a.ascat_ngs.summary.csv:68,9,71031318,135588801,2,1,2,1
PD26636a.ascat_ngs.summary.csv:69,9,135590611,141146683,2,1,1,0
PD26636a.ascat_ngs.summary.csv:70,10,60969,4236655,2,1,2,1
PD26636a.ascat_ngs.summary.csv:71,10,4237708,5549623,2,1,4,2
PD26636a.ascat_ngs.summary.csv:72,10,5550673,8359379,2,1,4,1
PD26636a.ascat_ngs.summary.csv:73,10,8360391,10328905,2,1,3,1
PD26636a.ascat_ngs.summary.csv:74,10,10329928,12423107,2,1,4,1
PD26636a.ascat_ngs.summary.csv:75,10,12425238,13741328,2,1,3,1
PD26636a.ascat_ngs.summary.csv:76,10,13742395,17011440,2,1,4,1
PD26636a.ascat_ngs.summary.csv:77,10,17012522,33383113,2,1,4,2
PD26636a.ascat_ngs.summary.csv:78,10,33384185,46269003,2,1,2,1
PD26636a.ascat_ngs.summary.csv:79,10,46272504,71176012,2,1,3,1
PD26636a.ascat_ngs.summary.csv:80,10,71177255,73694764,2,1,2,1
PD26636a.ascat_ngs.summary.csv:81,10,73695904,76435801,2,1,3,1
PD26636a.ascat_ngs.summary.csv:82,10,76437114,96416559,2,1,1,0
PD26636a.ascat_ngs.summary.csv:83,10,96417814,97363898,2,1,3,1
PD26636a.ascat_ngs.summary.csv:84,10,97365163,101119146,2,1,1,0
PD26636a.ascat_ngs.summary.csv:85,10,101120787,102692477,2,1,2,1
PD26636a.ascat_ngs.summary.csv:86,10,102694431,104418228,2,1,4,2
PD26636a.ascat_ngs.summary.csv:87,10,104419235,121199189,2,1,2,1
PD26636a.ascat_ngs.summary.csv:88,10,121200870,123008039,2,1,3,1
PD26636a.ascat_ngs.summary.csv:89,10,123009133,134160040,2,1,2,1
PD26636a.ascat_ngs.summary.csv:90,10,134161165,135269788,2,1,3,1
PD26636a.ascat_ngs.summary.csv:91,10,135271130,135389650,2,1,3,0
PD26636a.ascat_ngs.summary.csv:92,10,135392989,135524334,2,1,3,1
PD26636a.ascat_ngs.summary.csv:93,11,87268,24053737,2,1,2,0
PD26636a.ascat_ngs.summary.csv:94,11,24055416,26538885,2,1,2,1
PD26636a.ascat_ngs.summary.csv:95,11,26540209,79095585,2,1,2,0
PD26636a.ascat_ngs.summary.csv:96,11,79096585,79821098,2,1,2,1
PD26636a.ascat_ngs.summary.csv:97,11,79822161,87314166,2,1,2,0
PD26636a.ascat_ngs.summary.csv:98,11,87315494,92095384,2,1,2,1
PD26636a.ascat_ngs.summary.csv:99,11,92096823,134946318,2,1,2,0
PD26636a.ascat_ngs.summary.csv:100,12,68657,133841262,2,1,2,0
PD26636a.ascat_ngs.summary.csv:101,13,19020095,115108598,2,1,4,2
PD26636a.ascat_ngs.summary.csv:102,14,19000060,20138920,2,1,1,0
PD26636a.ascat_ngs.summary.csv:103,14,20141004,20427624,2,1,2,0
PD26636a.ascat_ngs.summary.csv:104,14,20428664,104853395,2,1,2,1
PD26636a.ascat_ngs.summary.csv:105,14,104854680,106698253,2,1,1,0
PD26636a.ascat_ngs.summary.csv:106,14,106699741,107288870,2,1,2,1
PD26636a.ascat_ngs.summary.csv:107,15,20000538,20521042,2,1,2,1
PD26636a.ascat_ngs.summary.csv:108,15,20526706,22476169,2,1,2,0
PD26636a.ascat_ngs.summary.csv:109,15,22478563,102520794,2,1,2,1
PD26636a.ascat_ngs.summary.csv:110,16,60291,2998629,2,1,1,0
PD26636a.ascat_ngs.summary.csv:111,16,3000016,14986755,2,1,2,1
PD26636a.ascat_ngs.summary.csv:112,16,14994723,15118891,2,1,1,0
PD26636a.ascat_ngs.summary.csv:113,16,15120102,32375625,2,1,2,1
PD26636a.ascat_ngs.summary.csv:114,16,32378618,34708670,2,1,2,0
PD26636a.ascat_ngs.summary.csv:115,16,34713583,50247680,2,1,2,1
PD26636a.ascat_ngs.summary.csv:116,16,50250233,50390648,2,1,1,0
PD26636a.ascat_ngs.summary.csv:117,16,50391764,90292766,2,1,2,1
PD26636a.ascat_ngs.summary.csv:118,17,828,19143041,2,1,1,0
PD26636a.ascat_ngs.summary.csv:119,17,19144055,25557283,2,1,4,2
PD26636a.ascat_ngs.summary.csv:120,17,25559906,36248820,2,1,3,1
PD26636a.ascat_ngs.summary.csv:121,17,36249855,81185372,2,1,2,1
PD26636a.ascat_ngs.summary.csv:122,18,16444,14255406,2,1,1,0
PD26636a.ascat_ngs.summary.csv:123,18,14256449,27138967,2,1,2,1
PD26636a.ascat_ngs.summary.csv:124,18,27141195,78017073,2,1,1,0
PD26636a.ascat_ngs.summary.csv:125,19,226776,860852,2,1,1,0
PD26636a.ascat_ngs.summary.csv:126,19,862024,873743,2,1,4,2
PD26636a.ascat_ngs.summary.csv:127,19,874960,24601935,2,1,2,1
PD26636a.ascat_ngs.summary.csv:128,19,24603232,59118779,2,1,4,1
PD26636a.ascat_ngs.summary.csv:129,20,61098,14690185,2,1,2,0
PD26636a.ascat_ngs.summary.csv:130,20,14691283,15343978,2,1,0,0
PD26636a.ascat_ngs.summary.csv:131,20,15345664,25506067,2,1,1,0
PD26636a.ascat_ngs.summary.csv:132,20,25507495,59535068,2,1,4,2
PD26636a.ascat_ngs.summary.csv:133,20,59536227,60220953,2,1,3,1
PD26636a.ascat_ngs.summary.csv:134,20,60222402,62962869,2,1,4,2
PD26636a.ascat_ngs.summary.csv:135,21,9411410,10848252,2,1,2,0
PD26636a.ascat_ngs.summary.csv:136,21,10849457,14598639,2,1,3,1
PD26636a.ascat_ngs.summary.csv:137,21,14599674,45711202,2,1,2,1
PD26636a.ascat_ngs.summary.csv:138,21,45712290,45727242,2,1,5,2
PD26636a.ascat_ngs.summary.csv:139,21,45728442,48119634,2,1,2,1
PD26636a.ascat_ngs.summary.csv:140,22,16051249,16481549,2,1,3,0
PD26636a.ascat_ngs.summary.csv:141,22,16482550,16632893,2,1,1,0
PD26636a.ascat_ngs.summary.csv:142,22,16634706,24645300,2,1,3,1
PD26636a.ascat_ngs.summary.csv:143,22,24646554,26386720,2,1,4,2
PD26636a.ascat_ngs.summary.csv:144,22,26387738,30857077,2,1,3,1
PD26636a.ascat_ngs.summary.csv:145,22,30858570,36717337,2,1,2,1
PD26636a.ascat_ngs.summary.csv:146,22,36718858,51240820,2,1,1,0
PD26636a.ascat_ngs.summary.csv:149,X,41238919,154929412,1,0,1,0
PD26636a2.ascat_ngs.summary.csv:1,1,13116,29414108,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:2,1,29416028,29467221,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:3,1,29468382,101186870,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:4,1,101187972,101425548,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:5,1,101426960,121484236,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:6,1,142535439,142729800,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:7,1,142781170,249239902,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:8,2,10587,72760420,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:9,2,72762194,73063726,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:10,2,73065852,216213689,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:11,2,216214791,217155678,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:12,2,217158125,243187487,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:13,3,60197,51599595,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:14,3,51601486,58400414,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:15,3,58401480,89651362,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:16,3,89652365,89687516,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:17,3,89688858,120851461,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:18,3,120853090,121127027,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:19,3,121128097,197908615,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:20,4,11961,70122990,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:21,4,70124337,70231624,2,1,3,0
PD26636a2.ascat_ngs.summary.csv:22,4,70232783,191043877,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:23,5,11882,57932459,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:24,5,57933998,58947989,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:25,5,58949257,58979377,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:26,5,58981007,59186667,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:27,5,59188105,64512523,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:28,5,64514039,180790901,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:29,6,100116,104314167,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:30,6,104315491,104479166,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:31,6,104483487,104516675,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:32,6,104518126,171049557,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:33,7,24220,65174673,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:34,7,65175722,65209206,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:35,7,65212402,159127076,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:36,8,11774,7052419,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:37,8,7053438,7081241,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:38,8,7085313,7572009,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:39,8,7596038,8088230,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:40,8,8089277,11947331,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:41,8,11952698,12032192,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:42,8,12034083,12044178,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:43,8,12051683,12145262,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:44,8,12147412,33913128,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:45,8,33914400,34933870,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:46,8,34935522,35757055,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:47,8,35763917,37544448,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:48,8,37571392,40968277,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:49,8,40969296,41069184,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:50,8,41070634,41717330,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:51,8,41718356,42933466,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:52,8,42936880,53229227,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:53,8,53231398,54076345,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:54,8,54078097,56729668,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:55,8,56733535,56805477,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:56,8,56806695,79855628,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:57,8,79856855,82454361,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:58,8,82456290,91163167,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:59,8,91164178,92945384,2,1,5,2
PD26636a2.ascat_ngs.summary.csv:60,8,92946485,93584776,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:61,8,93585858,98743266,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:62,8,98744795,99576443,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:63,8,99585434,100802706,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:64,8,100812300,100828159,2,1,6,2
PD26636a2.ascat_ngs.summary.csv:65,8,100831260,102177276,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:66,8,102180058,102458149,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:67,8,102461701,103782032,2,1,6,1
PD26636a2.ascat_ngs.summary.csv:68,8,103786630,105258140,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:69,8,105259198,106050869,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:70,8,106052343,117489929,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:71,8,117491474,119129661,2,1,5,2
PD26636a2.ascat_ngs.summary.csv:72,8,119131774,119397708,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:73,8,119398832,124847762,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:74,8,124848809,137809416,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:75,8,137810466,137858349,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:76,8,137859410,142521360,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:77,8,142522493,144465045,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:78,8,144466205,146303788,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:79,9,10469,23999998,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:80,9,24001461,24360860,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:81,9,24363048,24495241,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:82,9,24509495,45998178,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:83,9,46012402,47255692,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:84,9,65471575,138150226,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:85,9,138151500,138299958,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:86,9,138301770,141146683,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:87,10,60969,4022304,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:88,10,4023403,5539682,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:89,10,5541181,6944340,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:90,10,6945970,7266471,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:91,10,7267476,8390490,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:92,10,8392174,10355965,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:93,10,10357495,12445843,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:94,10,12446844,13769947,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:95,10,13771178,17011440,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:96,10,17012522,33386314,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:97,10,33387391,76329361,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:98,10,76332930,96426262,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:99,10,96427354,97362704,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:100,10,97363898,101117557,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:101,10,101119146,102697376,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:102,10,102699032,104374653,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:103,10,104377759,121251611,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:104,10,121252831,123009133,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:105,10,123010477,126513503,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:106,10,126514691,126620922,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:107,10,126623542,134158316,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:108,10,134160040,135524334,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:109,11,87268,66135179,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:110,11,66138434,66162419,2,1,4,0
PD26636a2.ascat_ngs.summary.csv:111,11,66163547,134946318,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:112,12,68657,133841262,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:113,13,19020095,57750082,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:114,13,57753688,57792718,2,1,2,0
PD26636a2.ascat_ngs.summary.csv:115,13,57793808,115108598,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:116,14,19000060,19216065,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:117,14,19217273,19341168,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:118,14,19342429,107288870,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:119,15,20000538,57630962,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:120,15,57632025,57657970,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:121,15,57659000,102432136,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:122,15,102435673,102520794,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:123,16,60291,50247680,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:124,16,50250233,50396430,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:125,16,50397573,52778697,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:126,16,52781144,52858310,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:127,16,52859323,78864699,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:128,16,78865750,78889007,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:129,16,78890034,90292766,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:130,17,828,16134388,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:131,17,16136289,16236388,2,1,3,0
PD26636a2.ascat_ngs.summary.csv:132,17,16237868,19024074,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:133,17,19047685,19354741,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:134,17,19356463,20767438,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:135,17,20768535,27521476,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:136,17,27524242,28111986,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:137,17,28113123,74819228,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:138,17,74820311,74947422,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:139,17,74948434,81185372,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:140,18,16444,14357844,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:141,18,14359235,14386537,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:142,18,14388293,14572979,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:143,18,14575135,14848820,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:144,18,14850375,14915817,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:145,18,14917153,14934734,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:146,18,14936965,14960409,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:147,18,14961870,19061793,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:148,18,19063546,19128102,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:149,18,19131349,21929396,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:150,18,21931708,21943464,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:151,18,21945449,22164784,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:152,18,22166098,22218585,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:153,18,22219694,22255943,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:154,18,22258629,22293554,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:155,18,22294758,22478905,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:156,18,22480313,22506991,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:157,18,22508043,22928873,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:158,18,22929876,23061736,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:159,18,23062904,23075986,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:160,18,23078080,23230486,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:161,18,23231644,23366204,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:162,18,23367531,23516162,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:163,18,23518008,24017577,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:164,18,24018618,24087236,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:165,18,24088673,24111764,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:166,18,24113300,24258795,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:167,18,24259933,24286162,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:168,18,24287374,24405600,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:169,18,24407274,24430851,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:170,18,24432812,24757294,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:171,18,24758356,24859533,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:172,18,24865284,24958103,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:173,18,24959218,25204812,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:174,18,25205975,25508399,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:175,18,25509556,25639899,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:176,18,25641109,26182500,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:177,18,26183922,26403053,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:178,18,26404772,26453321,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:179,18,26454352,26761150,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:180,18,26762460,78017073,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:181,19,226776,4747707,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:182,19,4748906,24620661,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:183,19,27731855,59118779,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:184,20,61098,25503886,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:185,20,25504932,30837978,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:186,20,30842639,31110163,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:187,20,31111293,35738841,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:188,20,35740794,42220353,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:189,20,42221606,42277818,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:190,20,42279114,47571551,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:191,20,47572626,52986799,2,1,5,1
PD26636a2.ascat_ngs.summary.csv:192,20,52987931,62962869,2,1,4,1
PD26636a2.ascat_ngs.summary.csv:193,21,9411410,9831891,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:194,21,9832917,45711202,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:195,21,45712290,45728442,2,1,3,1
PD26636a2.ascat_ngs.summary.csv:196,21,45729481,48119634,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:197,22,16051249,16202170,2,1,1,0
PD26636a2.ascat_ngs.summary.csv:198,22,16208767,16498387,2,1,2,1
PD26636a2.ascat_ngs.summary.csv:199,22,16501803,16613932,2,1,1,0
